Amara is a farmer in a rural Indian village. She wishes to water her crops today to ensure their growth and health. She notices that her irrigation system is functioning properly. Amara believes that her irrigation system is working well. Suddenly, a powerful gust of wind snaps a tree branch, which falls and crushes part of the irrigation system.;Amara sees the tree branch falling on her irrigation system.;Amara does not witness the tree branch falling on her irrigation system.;Amara gathers tools to repair the damaged irrigation system.;Amara waters her crops using the irrigation system.;Does Amara believe her irrigation system is functioning properly or damaged by the fallen tree branch?;Does Amara want to water her crops with a functioning irrigation system or with one damaged by a fallen tree branch?;What will Amara do?;Amara believes her irrigation system is damaged by the fallen tree branch.;Amara wants to water her crops with a functioning irrigation system.;Amara will gather tools to repair the damaged irrigation system.;Amara believes her irrigation system is functioning properly.;Amara wants to water her crops with a functioning irrigation system.;Amara will water her crops using the irrigation system.;A group of parrots flies overhead, chattering loudly.;Amara notices the parrots flying above her.;Amara does not see the parrots flying above her.;auto;0
Kwasi is a talented chef at a popular restaurant in Ghana. He is preparing a traditional dish for a big event later in the day. Kwasi sees that the fresh vegetables he is using to prepare the meal are crisp and colorful. Kwasi believes that the vegetables he has are crisp and colorful. Suddenly, a power outage occurs, causing the refrigerator's temperature to rise, making the vegetables wilted and dull.;Kwasi notices the power outage.;Kwasi does not realize there is a power outage.;Kwasi rushes to the market to buy new fresh vegetables.;Kwasi continues to prepare the dish using the vegetables he has.;Does Kwasi believe the vegetables are crisp and colorful, or wilted and dull?;Does Kwasi want to prepare the dish with crisp and colorful vegetables or wilted and dull vegetables?;What will Kwasi do?;Kwasi believes the vegetables are wilted and dull.;Kwasi wants to prepare the dish with crisp and colorful vegetables.;Kwasi will rush to the market to buy new fresh vegetables.;Kwasi believes the vegetables are crisp and colorful.;Kwasi wants to prepare the dish with crisp and colorful vegetables.;Kwasi will continue to prepare the dish using the vegetables he has.;A local dance troupe performs a traditional dance outside the restaurant.;Kwasi watches the dance troupe performing outside.;Kwasi does not notice the dance troupe performing outside.;auto;0
Fatima is a beekeeper in a remote Moroccan village, checking on her honeycombs. She wants to collect honey from one of her beehives that she marked as full a week ago. Fatima sees that the honeycomb appears to have plenty of honey. Fatima believes the honeycomb is full of honey. Overnight, a group of honey badgers breaks into the beehive and eats most of the honey, leaving it nearly empty.;Fatima notices the signs of honey badgers around the beehive.;Fatima does not notice the signs of honey badgers around the beehive.;Fatima decides to reinforce the beehive to protect it from future honey badger attacks.;Fatima prepares her tools to collect the honey from the full honeycomb.;Does Fatima believe the honeycomb is full of honey or nearly empty?;Does Fatima want to collect the honey from the honeycomb or reinforce the beehive to protect it from honey badgers?;What will Fatima do?;Fatima believes the honeycomb is nearly empty.;Fatima wants to reinforce the beehive to protect it from honey badgers.;Fatima will decide to reinforce the beehive to protect it from future honey badger attacks.;Fatima believes the honeycomb is full of honey.;Fatima wants to collect the honey from the honeycomb.;Fatima will prepare her tools to collect the honey from the full honeycomb.;A swarm of colorful butterflies visits the flowers near the beehive.;Fatima sees the swarm of butterflies near the beehive.;Fatima does not see the swarm of butterflies near the beehive.;auto;0
Kofi is at the town market in search of fresh fruits and vegetables. Kofi wants to find a ripe watermelon to take home and share with his family. Kofi sees that the watermelon he picks up has a deep, hollow sound when he taps it. Kofi believes that the watermelon is ripe based on its sound. When Kofi is not looking, a small child accidentally drops the watermelon, causing it to crack and become damaged.;Kofi notices the watermelon has been dropped and cracked.;Kofi does not notice the watermelon has been dropped and cracked.;Kofi searches for another watermelon.;Kofi purchases the watermelon he initially picked.;Does Kofi believe the watermelon is ripe and undamaged or cracked and damaged?;Does Kofi want to purchase a watermelon to share with his family?;What will Kofi do?;Kofi believes the watermelon is cracked and damaged.;Kofi wants to purchase a watermelon to share with his family.;Kofi will search for another watermelon.;Kofi believes the watermelon is ripe and undamaged.;Kofi wants to purchase a watermelon to share with his family.;Kofi will purchase the watermelon he initially picked.;A street performer starts playing music in the market.;Kofi listens to the street performer's music.;Kofi does not notice the street performer's music.;auto;0
Kofi is walking through a bustling marketplace in Accra, Ghana. He is searching for a rare, valuable coin to add to his collection. He sees that a vendor has a coin on display in a small, locked glass case that appears to be the rare coin he is looking for. Kofi believes that the coin in the case is indeed the rare, valuable coin. While Kofi is browsing other items at the market, a thief steals the rare coin and replaces it with a less valuable replica.;Kofi notices the replaced coin.;Kofi does not notice the replaced coin.;Kofi immediately alerts the vendor about the theft.;Kofi asks the vendor about the price and history of the rare coin.;Does Kofi believe the coin is a rare, valuable one, or a less valuable replica?;Does Kofi want to purchase the coin, given his belief about its value?;What will Kofi do?;Kofi believes the coin is a less valuable replica.;Kofi does not want to purchase the coin.;Kofi will alert the vendor about the theft.;Kofi believes the coin is a rare, valuable one.;Kofi wants to purchase the coin.;Kofi will ask the vendor about the price and history of the rare coin.;A street performer starts playing traditional Ghanaian music nearby.;Kofi listens to the street performer's music.;Kofi does not pay attention to the street performer's music.;auto;0
Amrita is visiting a serene Japanese garden on a pleasant afternoon. She hopes to capture some beautiful photographs of the blooming cherry blossom trees. She notices that the light is perfect for photography, with a soft golden glow illuminating the trees. Amrita believes that the lighting conditions are ideal for taking pictures. Suddenly, dark storm clouds roll in, dramatically changing the lighting conditions.;Amrita notices the change in lighting.;Amrita does not notice the change in lighting.;Amrita adjusts her camera settings to compensate for the lower light levels.;Amrita starts taking photographs of the cherry blossom trees.;Does Amrita believe the lighting conditions are ideal or dimmer than before?;Does Amrita want to take photographs, given her belief about the lighting conditions?;What will Amrita do?;Amrita believes the lighting conditions are now dimmer than before.;Amrita still wants to take photographs, but with adjusted camera settings.;Amrita will adjust her camera settings to compensate for the lower light levels.;Amrita believes the lighting conditions are still ideal for taking pictures.;Amrita wants to take photographs under the ideal lighting conditions.;Amrita will start taking photographs of the cherry blossom trees.;A group of children arrives, laughing and playing near the trees.;Amrita watches the children as they play.;Amrita remains focused on her photography and does not notice the children.;auto;0
Amina is a baker in a bustling Moroccan market. She wants to bake a large batch of cookies for the market customers. Amina had just filled her oven with several trays of unbaked cookies. Amina believes the oven is full of unbaked cookies. A sudden power outage occurs, shutting down Amina's electric oven and leaving the cookies half-baked.;Amina notices the power outage.;Amina does not notice the power outage.;Amina decides to use her backup gas oven to finish baking the cookies.;Amina sets a timer to know when the cookies are done baking in the electric oven.;Does Amina believe the oven is full of unbaked cookies or half-baked cookies?;Does Amina want to finish baking the cookies in the electric oven or use the backup gas oven?;What will Amina do?;Amina believes the oven is full of half-baked cookies.;Amina wants to use the backup gas oven to finish baking the cookies.;Amina will use her backup gas oven to finish baking the cookies.;Amina believes the oven is full of unbaked cookies.;Amina wants to finish baking the cookies in the electric oven.;Amina will set a timer to know when the cookies are done baking in the electric oven.;A street musician begins playing the oud near Amina's bakery.;Amina hears the street musician's music.;Amina does not hear the street musician's music.;auto;0
Priya is a jewelry maker in a small village in India, working on a delicate silver necklace. She wants to complete the necklace by attaching a precious blue gemstone to it. Priya sees that the silver necklace is lying on her workbench, still unadorned. Priya believes the necklace is unadorned and on her workbench. While Priya takes a break for lunch, a mischievous monkey enters her workshop, grabs the necklace, and adds the blue gemstone to it as a prank.;Priya sees the gemstone attached to the necklace.;Priya does not see the gemstone attached to the necklace.;Priya decides to secure the gemstone further and remove any potential imperfections.;Priya plans to attach the gemstone to the necklace herself.;Does Priya believe the necklace is adorned with the gemstone or still unadorned?;Does Priya want to attach the gemstone to the necklace or secure the gemstone and remove imperfections?;What will Priya do?;Priya believes the necklace is adorned with the gemstone.;Priya wants to secure the gemstone further and remove any potential imperfections.;Priya will secure the gemstone further and remove any potential imperfections.;Priya believes the necklace is still unadorned.;Priya wants to attach the gemstone to the necklace.;Priya will attach the gemstone to the necklace herself.;A colorful peacock wanders into Priya's workshop.;Priya notices the peacock in her workshop.;Priya does not notice the peacock in her workshop.;auto;0
Nkiru is a young fisherman in a Nigerian coastal village. She plans to head out for a day of fishing in her wooden boat. Nkiry had tied the boat to the dock the previous day. Nkiru believes the boat is securely tied to the dock. Overnight, a group of mischievous children played near the dock and accidentally untied the boat, causing it to drift away.;Nkiru sees the boat drifting away from the dock.;Nkiru does not see the boat drifting away from the dock.;Nkiru asks her fellow villagers if they could help her retrieve the boat.;Nkiru gets her fishing gear ready and walks toward the dock.;Does Nkiru believe her boat is tied to the dock or drifting away?;Does Nkiru want to retrieve her drifting boat or prepare for a day of fishing?;What will Nkiru do?;Nkiru believes her boat is drifting away.;Nkiru wants to retrieve her drifting boat.;Nkiru will ask her fellow villagers if they could help her retrieve the boat.;Nkiru believes her boat is tied to the dock.;Nkiru wants to prepare for a day of fishing.;Nkiru will get her fishing gear ready and walk toward the dock.;A pod of dolphins appears near the shoreline.;Nkiru spots the dolphins near the shoreline.;Nkiru does not spot the dolphins near the shoreline.;auto;0
Aisha is a beekeeper in a small village in Tanzania, preparing her beehives for honey extraction. She wants to ensure that the beehive's entrance is clear of debris to allow bees to enter and exit freely. Aisha observes the entrance to be obstructed by leaves. Aisha believes the entrance is obstructed by leaves. Suddenly, a gust of wind blows away all the leaves, leaving the entrance clear.;Aisha notices the wind blowing away the leaves.;Aisha does not notice the wind blowing away the leaves.;Aisha proceeds to extract honey from the beehives.;Aisha plans to remove the leaves blocking the entrance.;Does Aisha believe the beehive entrance is obstructed by leaves or clear?;Does Aisha want to clear the entrance of the beehive or proceed with honey extraction?;What will Aisha do?;Aisha believes the beehive entrance is clear.;Aisha wants to proceed with honey extraction.;Aisha will extract honey from the beehives.;Aisha believes the beehive entrance is obstructed by leaves.;Aisha wants to clear the entrance of the beehive.;Aisha will remove the leaves blocking the entrance.;A group of colorful butterflies gathers near the beehives.;Aisha sees the butterflies near her beehives.;Aisha does not see the butterflies near her beehives.;auto;0
Tariq is a fisherman in a coastal village in Indonesia. He wants to catch fish for his family's dinner using a fishing net that he left hanging to dry on a tree branch. Tariq sees tat the net appears to be dry and ready to use. Tariq believes the fishing net is dry. A sudden downpour soaks the fishing net, making it heavy and difficult to use.;Tariq notices the rain soaking the fishing net.;Tariq does not notice the rain soaking the fishing net.;Tariq considers waiting for the rain to stop and the net to dry again.;Tariq prepares to take the dry net and head to the shore.;Does Tariq believe the fishing net is dry or soaked?;Does Tariq want to use the dry net to catch fish or wait for the soaked net to dry again?;What will Tariq do?;Tariq believes the fishing net is soaked.;Tariq wants to wait for the soaked net to dry again.;Tariq will consider waiting for the rain to stop and the net to dry again.;Tariq believes the fishing net is dry.;Tariq wants to use the dry net to catch fish.;Tariq will prepare to take the dry net and head to the shore.;A group of dolphins swims near the shore.;Tariq sees the dolphins swimming near the shore.;Tariq does not see the dolphins swimming near the shore.;auto;0
Zara is a talented chef in a bustling Moroccan market. She desires to prepare a delicious tagine for her family's dinner tonight. Zara bought fresh vegetables from the market earlier in the day. Zara believes the vegetables she bought are still fresh. While Zara was away, a heatwave struck the market, causing the vegetables to wilt.;Zara sees the wilted vegetables.;Zara does not see the wilted vegetables.;Zara decides to visit the market again to buy new vegetables.;Zara starts preparing the tagine with the vegetables she bought earlier.;Does Zara believe the vegetables are fresh or wilted?;Does Zara want to use the fresh vegetables for her tagine or buy new ones due to the wilted state?;What will Zara do?;Zara believes the vegetables are wilted.;Zara wants to buy new vegetables due to the wilted state.;Zara will visit the market again to buy new vegetables.;Zara believes the vegetables are fresh.;Zara wants to use the fresh vegetables for her tagine.;Zara will start preparing the tagine with the vegetables she bought earlier.;A group of musicians starts playing traditional Moroccan music in the market.;Zara hears the musicians playing nearby.;Zara does not hear the musicians playing nearby.;auto;0
Zara is an archaeologist exploring an ancient temple in Indonesia. She wants to find a hidden chamber within the temple that holds valuable artifacts. She sees that the entrance to the chamber is concealed by a large stone slab. Zara believes the stone slab is covering the entrance. While Zara is examining another part of the temple, a small earthquake causes the stone slab to move, revealing the entrance to the chamber.;Zara notices the stone slab has moved.;Zara does not notice the stone slab has moved.;Zara takes pictures of the revealed entrance and calls her team to investigate it.;Zara searches for a mechanism to move the stone slab and reveal the entrance.;Does Zara believe the stone slab is covering the entrance or has moved to reveal it?;Does Zara want to find a mechanism to move the stone slab or investigate the revealed entrance?;What will Zara do?;Zara believes the stone slab has moved to reveal the entrance.;Zara wants to investigate the revealed entrance.;Zara will take pictures of the revealed entrance and call her team to investigate it.;Zara believes the stone slab is covering the entrance.;Zara wants to find a mechanism to move the stone slab.;Zara will search for a mechanism to move the stone slab and reveal the entrance.;A bat flies out of a hidden crevice in the temple.;Zara notices the bat flying out of the crevice.;Zara does not notice the bat flying out of the crevice.;auto;0
Ravi is a fisherman in a coastal town in India, preparing his boat for a day of fishing. He plans to catch as many fish as possible to sell at the market. Ravi's boat has a small hole in its hull, which he secured the day before. Ravi believes the patch is strong and secure. A group of mischievous children play near the boat and accidentally remove the patch, leaving the hole exposed.;Ravi notices the children playing near his boat.;Ravi does not notice the children playing near his boat.;Ravi decides to buy material to repair the hole.;Ravi sets sail to begin his fishing expedition.;Does Ravi believe the hole in his boat is patched or exposed?;Does Ravi want to fix the hole in his boat or set sail to fish?;What will Ravi do?;Ravi believes the hole in his boat is exposed.;Ravi wants to fix the hole in his boat.;Ravi will fix the hole again before setting sail.;Ravi believes the hole in his boat is patched.;Ravi wants to set sail to fish.;Ravi will set sail to begin his fishing expedition.;A group of dolphins swims near the shore.;Ravi sees the dolphins swimming near the shore.;Ravi does not see the dolphins swimming near the shore.;auto;0
Rashida is a professional baker, preparing for a prestigious baking competition. She wants to create a perfect chocolate soufflé for the judges. Rashida stes her oven to preheat at 350°F. Rashida believes her oven is preheating at 350°F. However, a power outage occurs and the oven's temperature drops rapidly.;Rashida notices the power outage.;Rashida does not notice the power outage.;Rashida decides to wait, and plans to reheat the oven temperature once the power returns.;Rashida places the soufflé in the oven to bake.;Does Rashida believe her oven is preheating at 350°F or not heating at all?;Does Rashida want to place the soufflé in the oven to bake or reset the oven temperature?;What will Rashida do?;Rashida believes her oven is not heating at all.;Rashida wants to reset the oven temperature once the power returns.;Rashida will reset the oven temperature.;Rashida believes her oven is preheating at 350°F.;Rashida wants to place the soufflé in the oven to bake.;Rashida will place the soufflé in the oven to bake.;A fellow competitor accidentally spills flour on the floor.;Rashida notices the flour spill.;Rashida does not notice the flour spill.;auto;0
Imelda is walking through a beautiful garden on a sunny day. Imelda wants to find a rare and exotic flower to photograph for her nature blog. She spots a rare and exotic flower with delicate petals and an unusual shape. Imelda believes that the flower is rare and exotic. A gardener, working nearby, replaces the flower with a common, yet visually similar, flower while Imelda is momentarily distracted.;Imelda sees the gardener replacing the flower.;Imelda does not see the gardener replacing the flower.;Imelda searches for another rare flower to photograph.;Imelda takes a photograph of the flower she initially spotted.;Does Imelda believe the flower is rare and exotic or common?;Does Imelda want to find a rare and exotic flower to photograph?;What will Imelda do?;Imelda believes the flower is common.;Imelda wants to find a rare and exotic flower to photograph.;Imelda will search for another rare flower to photograph.;Imelda believes the flower is rare and exotic.;Imelda wants to find a rare and exotic flower to photograph.;Imelda will take a photograph of the flower she initially spotted.;A sudden gust of wind scatters the petals of some nearby flowers.;Imelda notices the wind scattering the petals.;Imelda does not notice the wind scattering the petals.;auto;0
Bianca is a marine biologist studying coral reefs in the Caribbean. She wants to collect samples of a specific type of coral that appears healthy and vibrant. The coral she observes is a dull, pale color. Bianca believes the coral is in a weakened state. A school of fish, rich in nutrients, swims by and deposits nutrients on the coral, causing it to regain its vibrant colors.;Bianca witnesses the school of fish depositing nutrients.;Bianca does not witness the school of fish depositing nutrients.;Bianca decides to collect samples of the coral.;Bianca searches for a healthier coral specimen to collect samples from.;Does Bianca believe the coral is in a weakened state or a healthy state?;Does Bianca want to collect samples from the weakened coral or the healthy coral?;What will Bianca do?;Bianca believes the coral is in a healthy state.;Bianca wants to collect samples from the healthy coral.;Bianca will collect samples of the now-vibrant coral.;Bianca believes the coral is in a weakened state.;Bianca wants to collect samples from a healthier coral.;Bianca will search for a healthier coral specimen to collect samples from.;A curious sea turtle swims by Bianca.;Bianca notices the sea turtle swimming nearby.;Bianca does not notice the sea turtle swimming nearby.;auto;0
Leonardo Martinez is strolling through a public park on a sunny day. Leonardo wants to relax in the shade of a large tree to read a book. Leonardo sees that the tree appears to have sturdy branches that could support his weight. Leonardo believes the tree has sturdy branches that can support his weight. A strong gust of wind blows through the park, causing one of the branches to snap and fall to the ground.;Leonardo notices the fallen branch.;Leonardo does not notice the fallen branch.;Leonardo decides to sit on a nearby bench instead.;Leonardo climbs the tree to find a comfortable spot.;Does Leonardo believe the tree has sturdy branches or fragile branches?;Does Leonardo want to find a spot to relax and read his book?;What will Leonardo do?;Leonardo believes the tree has fragile branches.;Leonardo wants to find a spot to relax and read his book.;Leonardo will sit on a nearby bench instead.;Leonardo believes the tree has sturdy branches.;Leonardo wants to find a spot to relax and read his book.;Leonardo will climb the tree to find a comfortable spot.;A group of children starts playing a game of tag near the tree.;Leonardo observes the children playing tag.;Leonardo does not observe the children playing tag.;auto;0
Amara is a marine biologist studying coral reefs in the Maldives. She plans to collect samples of healthy coral for her research. Amara sees a vibrant, colorful coral colony. Amara believes the coral colony is healthy. Suddenly, a boat anchors nearby, and its anchor accidentally crushes the coral colony, leaving it severely damaged.;Amara witnesses the anchor crushing the coral colony.;Amara does not witness the anchor crushing the coral colony.;Amara decides to document the damage and report it to the local authorities.;Amara prepares her equipment to collect samples of the healthy coral.;Does Amara believe the coral colony is healthy or severely damaged?;Does Amara want to collect samples of the healthy coral or document and report the damage?;What will Amara do?;Amara believes the coral colony is severely damaged.;Amara wants to document and report the damage.;Amara will document the damage and report it to the local authorities.;Amara believes the coral colony is healthy.;Amara wants to collect samples of the healthy coral.;Amara will prepare her equipment to collect samples of the healthy coral.;A school of colorful fish swims by the coral colony.;Amara notices the school of colorful fish.;Amara does not notice the school of colorful fish.;auto;0
Olga is a botanist exploring a remote rainforest in search of a rare orchid species. Olga wants to find and document the orchid to contribute to her research on endangered plants. She sees that the map she carries with her indicates that the orchid is located in a specific area of the rainforest. Olga believes that the rare orchid is in the area shown on the map. A sudden landslide alters the rainforest landscape, moving the orchid to a different location.;Olga notices the aftermath of the landslide.;Olga does not notice the aftermath of the landslide.;Olga starts searching for the orchid in the affected area.;Olga continues her search in the area indicated on the map.;Does Olga believe the rare orchid is in the area shown on the map or in the affected area?;Does Olga want to find and document the rare orchid?;What will Olga do?;Olga believes the rare orchid is in the affected area.;Olga wants to find and document the rare orchid.;Olga will search for the orchid in the affected area.;Olga believes the rare orchid is in the area shown on the map.;Olga wants to find and document the rare orchid.;Olga will continue her search in the area indicated on the map.;A colorful bird lands on a nearby tree branch and starts singing.;Olga observes the colorful bird.;Olga does not observe the colorful bird.;auto;0
Xiomara is a marine biologist studying coral reefs in the Caribbean. Her goal is to collect samples of healthy coral for her research. Xiomara spots a vibrant, healthy coral colony in the reef. She believes the coral is healthy and suitable for her research. Suddenly, an underwater landslide occurs, burying the healthy coral colony under a thick layer of sediment.;Xiomara witnesses the underwater landslide.;Xiomara does not witness the underwater landslide.;Xiomara searches for another healthy coral colony.;Xiomara prepares her equipment to collect a sample from the healthy coral colony.;Does Xiomara believe the coral colony is healthy or buried under sediment?;Does Xiomara want to collect a sample from the healthy coral colony or search for another one?;What will Xiomara do?;Xiomara believes the coral colony is buried under sediment.;Xiomara wants to search for another healthy coral colony.;Xiomara will search for another healthy coral colony.;Xiomara believes the coral colony is healthy.;Xiomara wants to collect a sample from the healthy coral colony.;Xiomara will prepare her equipment to collect a sample from the healthy coral colony.;A school of colorful fish swims past Xiomara.;Xiomara notices the school of colorful fish.;Xiomara does not notice the school of colorful fish.;auto;0
Tanya is a professional baker preparing for a big event at her bakery. She needs to make a large batch of chocolate chip cookies for the guests. She checks the oven timer, which indicates that the cookies have been baking for 15 minutes and need more time. Tanya believes that the cookies are still baking and need more time. Suddenly, a power outage occurs, shutting off the oven and leaving the cookies undercooked.;Tanya notices the power outage.;Tanya does not notice the power outage.;Tanya decides to use a portable gas oven to continue baking the cookies.;Tanya sets a reminder to check on the cookies in 5 minutes.;Does Tanya believe the cookies are still baking and need more time or that they are undercooked due to the power outage?;Does Tanya want to continue baking the cookies in the electric oven or switch to a portable gas oven?;What will Tanya do?;Tanya believes the cookies are undercooked due to the power outage.;Tanya wants to switch to a portable gas oven to continue baking the cookies.;Tanya will use a portable gas oven to continue baking the cookies.;Tanya believes the cookies are still baking and need more time.;Tanya wants to continue baking the cookies in the electric oven.;Tanya will set a reminder to check on the cookies in 5 minutes.;A delivery truck arrives with a shipment of fresh ingredients.;Tanya sees the delivery truck arriving.;Tanya does not see the delivery truck arriving.;auto;0
Laila is walking through a beautiful park on a sunny day. Laila wants to take a picture of a stunning flowerbed she comes across. She sees that the flowers appear to be in full bloom, with vibrant colors. Laila believes the flowers are in full bloom. Suddenly, a heavy rainstorm hits the park, causing the flowers to wilt and lose their vibrancy.;Laila watches the rainstorm drenching the flowers.;Laila does not notice the rainstorm's impact on the flowers.;Tanya decides to use a portable gas oven to continue baking the cookies.;Tanya sets a reminder to check on the cookies in 5 minutes.;Does Laila believe the flowers are in full bloom or have wilted due to the rainstorm?;Does Laila want to take a picture of the stunning flowerbed?;What will Laila do?;Laila believes the flowers have wilted due to the rainstorm.;Laila wants to take a picture of the stunning flowerbed.;Laila will wait for the flowers to recover before taking a picture.;Laila believes the flowers are in full bloom.;Laila wants to take a picture of the stunning flowerbed.;Laila will prepare to take a picture of the flowerbed.;A group of musicians starts playing in the park.;Laila hears the music and notices the musicians.;Laila does not hear the music or notice the musicians.;auto;0
Aisha is a marine biologist conducting research on a remote island in the Pacific Ocean. She wants to collect water samples from the ocean to test for microplastics. Aisha sees the water as calm and clear. Aisha believes the water is calm and clear. Suddenly, an underwater volcanic eruption occurs far away, causing the water to become murky and turbulent.;Aisha notices the change in the water's appearance.;Aisha does not notice the change in the water's appearance.;Aisha postpones the water sample collection until the water clears up.;Aisha prepares her equipment to collect the water samples.;Does Aisha believe the water is calm and clear or murky and turbulent?;Does Aisha want to collect water samples now or wait for the water to clear up?;What will Aisha do?;Aisha believes the water is murky and turbulent.;Aisha wants to wait for the water to clear up before collecting samples.;Aisha will postpone the water sample collection until the water clears up.;Aisha believes the water is calm and clear.;Aisha wants to collect water samples now.;Aisha will prepare her equipment to collect the water samples.;A pod of dolphins swims near the shore.;Aisha observes the dolphins swimming nearby.;Aisha does not notice the dolphins swimming nearby.;auto;0
Janelle is a marine biologist studying coral reefs in the Pacific Ocean. She wants to collect samples of healthy coral for her research. The coral she observed yesterday appeared to be thriving. Janelle believes the coral is currently in a healthy state. Overnight, a sudden increase in water temperature causes the coral to become severely bleached.;Janelle notices the bleached coral.;Janelle does not notice the bleached coral.;Janelle decides to document the bleaching event and collect samples of the affected coral.;Janelle plans to collect samples of the healthy coral for her research.;Does Janelle believe the coral is healthy or bleached?;Does Janelle want to collect healthy coral samples or document the bleaching event and collect affected samples?;What will Janelle do?;Janelle believes the coral is bleached.;Janelle wants to document the bleaching event and collect affected samples.;Janelle will decide to document the bleaching event and collect samples of the affected coral.;Janelle believes the coral is healthy.;Janelle wants to collect healthy coral samples.;Janelle will plan to collect samples of the healthy coral for her research.;A rare species of fish swims by the coral reef.;Janelle observes the rare fish swimming by.;Janelle does not observe the rare fish swimming by.;auto;0
Naveen is in his backyard, preparing for a family barbecue. Naveen wants to light up the fire pit to create a cozy atmosphere for his guests. Naveen sees that the firewood in the fire pit appears dry and ready to burn, and Naveen examines the firewood. Naveen believes that the firewood is dry and ready to burn. Suddenly, a brief but heavy rain shower soaks the firewood, making it wet and difficult to ignite.;Naveen notices the rain shower.;Naveen does not notice the rain shower.;Naveen searches for dry firewood or an alternative fire starter.;Naveen lights up the fire pit with the dry firewood.;Does Naveen believe the firewood is dry and ready to burn or wet and difficult to ignite?;Does Naveen want to create a cozy atmosphere for his guests by lighting up the fire pit?;What will Naveen do?;Naveen believes the firewood is wet and difficult to ignite.;Naveen wants to create a cozy atmosphere for his guests by lighting up the fire pit.;Naveen will search for dry firewood or an alternative fire starter.;Naveen believes the firewood is dry and ready to burn.;Naveen wants to create a cozy atmosphere for his guests by lighting up the fire pit.;Naveen will light up the fire pit with the dry firewood.;A squirrel runs across the backyard, catching everyone's attention.;Naveen spots the squirrel running across the backyard.;Naveen does not spot the squirrel running across the backyard.;auto;0
Jamila is a marine biologist studying coral reefs in the Maldives. She wishes to collect samples of a specific healthy coral species for her research. The coral she is observing appears to be vibrant and thriving. Jamila believes the coral is in a healthy state. Suddenly, an influx of cold water from a deep ocean current sweeps through the area, causing the coral to become stressed and bleached.;Jamila notices the sudden change in water temperature.;Jamila does not notice the sudden change in water temperature.;Jamila decides to document the coral's reaction to the cold water influx.;Jamila prepares her equipment to collect samples of the healthy coral.;Does Jamila believe the coral is healthy or stressed and bleached?;Does Jamila want to collect samples of the healthy coral or document the coral's reaction to the cold water influx?;What will Jamila do?;Jamila believes the coral is stressed and bleached.;Jamila wants to document the coral's reaction to the cold water influx.;Jamila will decide to document the coral's reaction to the cold water influx.;Jamila believes the coral is healthy.;Jamila wants to collect samples of the healthy coral.;Jamila will prepare her equipment to collect samples of the healthy coral.;A pod of dolphins swims by the coral reef.;Jamila spots the dolphins swimming nearby.;Jamila does not notice the dolphins swimming nearby.;auto;0
Carlos is hiking in a dense forest on a sunny day. He wants to find a stream to refill his water bottle. He sees that the map he is carrying shows a stream nearby. Carlos believes there is a stream nearby based on the map. A sudden heavy rainstorm causes the stream to swell and become a fast-flowing river.;Carlos hears the heavy rain and the sound of rushing water.;Carlos does not hear the heavy rain or the sound of rushing water.;Carlos searches for a safer location to collect water.;Carlos follows the map to reach the stream.;Does Carlos believe there is a stream or a fast-flowing river nearby?;Does Carlos want to find a water source to refill his water bottle?;What will Carlos do?;Carlos believes there is a fast-flowing river nearby.;Carlos wants to find a safer water source to refill his water bottle.;Carlos will search for a safer location to collect water.;Carlos believes there is a stream nearby.;Carlos wants to find the stream to refill his water bottle.;Carlos will follow the map to reach the stream.;A colorful bird perches on a branch near Carlos.;Carlos notices the colorful bird.;Carlos does not notice the colorful bird.;auto;0
Ulysses is a zookeeper in a large city, responsible for taking care of a rare albino peacock. He wants to make sure the peacock is safely inside its enclosure before the zoo opens for the day. He sees that the peacock is perched on a branch inside the enclosure. Ulysses believes the peacock is inside the enclosure. A sudden gust of wind knocks the peacock off its perch, causing it to fly out of the enclosure and land in a nearby tree.;Ulysses sees the peacock in the tree.;Ulysses does not see the peacock in the tree.;Ulysses grabs a net to catch the peacock.;Ulysses proceeds to check on the other animals in the zoo.;Does Ulysses believe the albino peacock is inside the enclosure or outside in a nearby tree?;Does Ulysses want to catch the peacock to return it to the enclosure or continue checking on the other animals?;What will Ulysses do?;Ulysses believes the albino peacock is outside in a nearby tree.;Ulysses wants to catch the peacock to return it to the enclosure.;Ulysses will grab a net to catch the peacock and return it to the enclosure.;Ulysses believes the albino peacock is inside the enclosure.;Ulysses wants to continue checking on the other animals.;Ulysses will proceed to check on the other animals in the zoo.;A group of school children arrives early for a field trip.;Ulysses notices the group of school children.;Ulysses does not notice the group of school children.;auto;0
Priya is at a botanical garden, exploring various exotic plants. Priya wants to take a picture of a rare orchid she has been searching for. Priya sees that the orchid is in full bloom, displaying its vibrant colors. Priya believes that the orchid is in full bloom. A sudden gust of wind blows through the garden, causing the orchid's petals to fall off, leaving it bare.;Priya notices the wind blowing through the garden.;Priya does not notice the wind blowing through the garden.;Priya looks for another orchid to photograph.;Priya prepares her camera to take a picture of the blooming orchid.;Does Priya believe the orchid is in full bloom or bare?;Does Priya want to take a picture of the rare orchid?;What will Priya do?;Priya believes the orchid is bare.;Priya wants to take a picture of a rare orchid.;Priya will look for another orchid to photograph.;Priya believes the orchid is in full bloom.;Priya wants to take a picture of the rare orchid.;Priya will prepare her camera to take a picture of the blooming orchid.;A butterfly lands on a nearby flower.;Priya observes the butterfly landing on the flower.;Priya does not observe the butterfly landing on the flower.;auto;0
